User_ID,Age,Gender,Country,Employment_Status,Annual_Income,Current_Savings,Retirement_Age_Goal,Risk_Tolerance,Contribution_Amount,Contribution_Frequency,Employer_Contribution,Total_Annual_Contribution,Years_Contributed,Investment_Type,Fund_Name,Annual_Return_Rate,Volatility,Fees_Percentage,Projected_Pension_Amount,Expected_Annual_Payout,Inflation_Adjusted_Payout,Years_of_Payout,Survivor_Benefits,Transaction_ID,Transaction_Amount,Transaction_Date,Suspicious_Flag,Anomaly_Score,Marital_Status,Number_of_Dependents,Education_Level,Health_Status,Life_Expectancy_Estimate,Home_Ownership_Status,Debt_Level,Monthly_Expenses,Savings_Rate,Investment_Experience_Level,Financial_Goals,Insurance_Coverage,Portfolio_Diversity_Score,Tax_Benefits_Eligibility,Government_Pension_Eligibility,Private_Pension_Eligibility,Pension_Type,Withdrawal_Strategy,Transaction_Channel,IP_Address,Device_ID,Geo_Location,Time_of_Transaction,Transaction_Pattern_Score,Previous_Fraud_Flag,Account_Age
U1120,42,Male,Canada,Self-employed,126261,389481,68,High,119,Quarterly,338,6862,14,ETF,"Castillo, Baldwin and Campbell",11.88,1.34,1.94,768163,57307,16069,13,Yes,9c5ef9fc-3fa0-419f-bf49-01cf0601eabd,400,25-04-22,No,0.9,Widowed,1,PhD,Poor,75,Rent,197100,3880,0.25,Intermediate,Legacy Planning,Yes,0.41,Yes,No,Yes,Defined Contribution,Fixed,ATM,79.112.74.89,88e7a97b-9fc8-43e8-af07-aac960c2e907,Reynoldsborough,18:51:12,0.53,No,24
U1121,28,Male,Australia,Self-employed,115411,36749,69,Low,314,Monthly,636,21200,1,Real Estate,"Richmond, Johns and Wilson",4.41,2.54,1.79,339630,71928,29961,12,Yes,31e49f0c-5ff6-445c-beb0-2a45e8c53a69,6426,27-06-23,No,0.67,Widowed,2,PhD,Good,80,Own,171053,4915,0.25,Intermediate,Home Purchase,No,0.55,Yes,No,Yes,Defined Benefit,Bucket,ATM,130.242.73.173,bb85f018-6d13-4f75-bd25-ca13383f6d86,Mejiahaven,10:07:23,0.93,No,29
U1122,64,Male,Germany,Retired,50029,217499,61,High,212,Quarterly,843,10092,9,ETF,Hernandez LLC,7.2,4.28,0.81,152797,33780,61240,29,Yes,e574b7c8-b4fb-46b9-b182-fb138e42a6c9,4778,29-12-23,No,0.39,Divorced,4,Master's,Good,79,Rent,13816,6726,0.11,Expert,Legacy Planning,No,0.55,Yes,Yes,No,Defined Contribution,Fixed,Branch,52.86.186.40,8d484922-b99d-4201-9d9a-df389ba38f36,Christinechester,03:43:27,0.67,No,16
U1123,41,Female,Australia,Part-time,128141,383196,65,Medium,286,Annually,991,8268,30,Stocks,"Foster, Williams and Russell",11.05,0.59,1.03,461463,57731,26822,19,No,24e7446d-6189-420c-8250-e54659ebcef2,1255,27-09-21,No,0.61,Divorced,0,PhD,Good,81,Mortgage,121060,5239,0.27,Intermediate,Legacy Planning,Yes,0.98,Yes,No,No,Defined Contribution,Bucket,Online,55.194.92.206,a79cc544-9dfb-483b-b995-684eb8e0ca00,Port Justin,05:50:39,0.73,No,14
U1124,58,Female,USA,Unemployed,99048,472526,63,High,1113,Monthly,621,1684,31,Bonds,"Thompson, Caldwell and Grant",4.18,4.38,1.52,296756,12754,62689,28,Yes,7a65c3fc-0d5d-4041-a3c4-17a03229f537,2753,10-02-20,No,0.2,Single,3,PhD,Average,84,Rent,39416,8133,0.11,Intermediate,Legacy Planning,Yes,0.43,Yes,Yes,Yes,Defined Benefit,Dynamic,Branch,158.63.37.116,0ac3030d-4c52-4f5f-801c-6ab63019c1e5,Lake Mackenziefort,21:35:26,0.51,No,27
U1125,38,Male,Germany,Unemployed,127888,441463,61,Low,1559,Monthly,499,18386,22,Bonds,Flores Inc,11.82,1.91,1.93,718239,18089,71674,25,No,724ee620-04f7-442b-aa97-dd61fe484eb9,9573,22-06-20,No,0.2,Divorced,1,Bachelor's,Average,83,Mortgage,61442,1238,0.08,Beginner,Healthcare,No,0.22,No,No,Yes,Defined Contribution,Fixed,Branch,27.66.242.98,788bf800-bfe1-4a09-9be8-6dd3f19dde1a,East William,06:42:19,0.38,No,6
U1126,43,Other,Canada,Part-time,53067,425026,68,Medium,493,Annually,675,11593,10,Mutual Fund,Brooks PLC,8.78,2.86,1.26,579041,25255,29673,17,Yes,07882cc7-4201-4e7f-8e42-52db3b2bcb80,4066,08-03-23,No,0.3,Divorced,1,High School,Average,89,Rent,178680,2899,0.06,Beginner,Healthcare,Yes,0.1,Yes,No,No,Defined Contribution,Dynamic,Online,198.234.202.248,4edc929f-b5e3-46cb-9290-18dc77f69b8e,New Johnfurt,10:24:30,0.19,No,18
U1127,32,Other,Germany,Retired,122083,261503,61,Medium,1067,Quarterly,57,7171,7,ETF,"Rivera, Morrow and Little",2.77,3.54,1.5,581124,46593,60032,19,No,33936344-c160-46ce-9122-30ffab958901,7663,22-05-21,No,0.29,Widowed,2,Master's,Good,92,Rent,26400,1248,0.11,Intermediate,Home Purchase,No,0.12,Yes,Yes,No,Defined Benefit,Dynamic,ATM,222.73.102.171,e43016d1-13b3-42af-a6b0-efe4ebc49279,Walkerton,04:18:07,0.59,No,21
U1128,38,Male,Canada,Retired,89510,239971,63,Low,1229,Quarterly,437,14514,22,Bonds,Madden Inc,11.84,1.72,0.74,197203,22220,72857,11,No,b2cac1e2-ac62-4a54-a230-a780acc9f5f8,8228,13-10-21,No,0.31,Divorced,0,High School,Good,93,Rent,137417,1582,0.24,Intermediate,Travel,No,0.26,Yes,Yes,Yes,Defined Contribution,Dynamic,Branch,42.221.25.58,b904ae82-cbbf-4859-8cba-6c11ab2b8c5b,North Carmenton,02:48:35,0.89,No,6
U1129,39,Other,USA,Self-employed,42158,171409,63,Medium,1249,Quarterly,186,13112,37,Mutual Fund,"Olson, Cole and Hill",3.26,1.09,1.8,791848,68620,27954,16,Yes,a63c8c4a-f35b-4a3f-a2bb-fce0c496b948,4736,10-03-25,No,0.8,Married,3,PhD,Average,77,Rent,89645,8996,0.28,Expert,Legacy Planning,No,0.99,No,Yes,No,Defined Benefit,Fixed,Branch,71.79.187.26,e6e985c5-9832-4f61-b8e1-8e23844d0298,Hannaside,10:12:06,0.61,No,3
U1130,62,Other,Canada,Part-time,105884,317680,69,High,1216,Quarterly,233,3574,31,Real Estate,Mendez-Luna,3.88,0.88,0.44,402310,60785,11689,12,No,39830235-dddf-4189-b774-cc9206baa158,1598,12-03-24,No,0.61,Single,2,Master's,Poor,86,Own,91293,8800,0.19,Expert,Home Purchase,No,0.95,Yes,No,No,Defined Benefit,Dynamic,Online,106.22.202.104,6eb15194-a295-41e3-97b0-f24dfed1934f,Stephenfort,15:48:30,0.59,No,22
U1131,48,Female,Canada,Full-time,136052,82212,64,High,1795,Quarterly,791,13901,11,Bonds,Rogers PLC,6.3,0.65,0.45,168436,32295,58304,22,Yes,1eacefb3-714b-428e-b3b5-e27db6062f33,3390,06-05-24,No,0.88,Divorced,0,High School,Good,81,Rent,129100,4215,0.23,Expert,Legacy Planning,No,0.52,No,Yes,Yes,Defined Contribution,Bucket,Online,97.187.229.81,aebd13e5-6dcf-44c2-9770-9f81108c92df,South Andreaville,03:00:15,0.71,No,19
U1132,49,Female,USA,Retired,120890,107199,60,Medium,1690,Quarterly,695,10924,12,Bonds,"Branch, Phillips and Ortiz",6.52,3.45,0.33,907825,70504,65408,25,No,16d046f6-d3d1-4583-a3e8-037e9c850a99,8351,25-04-25,No,0.38,Single,0,Master's,Average,76,Rent,172959,2589,0.07,Beginner,Travel,Yes,0.83,No,Yes,Yes,Defined Benefit,Dynamic,ATM,126.127.234.140,8f1e513d-a047-47ce-ba9c-99050fe2c5c1,Patrickside,09:27:46,0.73,No,18
U1133,38,Male,Australia,Retired,48508,7423,66,High,705,Annually,166,12555,4,Real Estate,Baker and Sons,10.42,1.99,0.64,729366,61201,18434,14,Yes,545f81a6-8215-40c2-bd36-54648dd08c76,6777,31-01-21,No,0.09,Divorced,1,PhD,Good,94,Rent,3020,1085,0.11,Beginner,Healthcare,Yes,0.26,Yes,No,Yes,Defined Benefit,Bucket,Online,58.80.249.23,a2261d85-a0ba-49bb-bb91-8a16df412405,Port Michael,22:16:15,0.19,No,17
U1134,44,Female,Australia,Retired,93840,287197,65,High,1077,Monthly,585,20162,28,Mutual Fund,"Gates, Walker and Johnson",8.35,3.63,1.97,137516,23258,23131,15,No,c2ea4775-592e-4192-89c6-0d054e23cadb,7504,03-03-24,No,0.68,Divorced,1,PhD,Good,88,Rent,73568,6608,0.09,Intermediate,Legacy Planning,No,0.86,No,Yes,No,Defined Contribution,Fixed,Branch,31.6.251.45,92186abf-50fb-4eb7-821a-592bb067a6df,Port Nancy,00:42:06,0.06,No,19
U1135,30,Male,Germany,Self-employed,49209,67993,68,Medium,1575,Monthly,728,21560,7,Bonds,"Strickland, Morris and Nelson",3.51,0.67,0.39,383872,65931,47422,24,Yes,4821cacb-888c-40ea-a465-db87c9d0cf10,1857,20-12-24,No,0.98,Divorced,1,Bachelor's,Good,90,Rent,103055,8436,0.25,Intermediate,Travel,Yes,0.76,Yes,No,Yes,Defined Benefit,Bucket,Online,43.243.70.115,0f5cd008-c1ce-4666-b298-6d2fcee65853,Richardland,03:44:56,0.18,No,18
U1136,33,Male,USA,Self-employed,40041,220182,66,Medium,1964,Quarterly,600,16368,16,Real Estate,Wilson-Williams,8.17,2.47,0.81,779326,71367,58098,16,No,43a9e098-9c56-409a-a150-1b52dc94573d,3042,21-07-24,No,0.66,Widowed,1,Bachelor's,Good,87,Own,305,9289,0.16,Intermediate,Home Purchase,No,0.15,No,Yes,No,Defined Benefit,Bucket,Branch,126.119.90.78,6a696dd0-a3d2-45a8-ae38-84f2246c52aa,West Malloryton,11:04:55,0.22,No,9
U1137,40,Other,Canada,Unemployed,125042,499143,67,Medium,1502,Quarterly,338,2713,38,Real Estate,Jones and Sons,8.15,3.27,1.85,939737,68212,49266,11,No,4635b4c6-2bc1-48f6-b3d1-913bea618ed2,6362,26-10-22,No,0.08,Single,1,PhD,Average,89,Rent,46305,1854,0.26,Expert,Travel,Yes,0.71,No,No,No,Defined Benefit,Bucket,Online,176.140.224.45,0dcaef9e-d645-4880-8afb-fd5f9e528eb4,Flemingfort,11:00:36,0.08,No,12
U1138,51,Female,UK,Unemployed,98879,404581,68,Low,991,Annually,291,10307,20,Bonds,Dougherty-Harris,3.26,3.77,1.61,93302,20190,68402,18,Yes,f0860d9a-d5d8-469c-bf19-64bbcbf6e75f,6692,16-12-22,No,0,Single,2,PhD,Good,82,Mortgage,178151,1917,0.2,Expert,Home Purchase,Yes,0.98,Yes,No,Yes,Defined Benefit,Bucket,Branch,2.165.247.23,8d1d2cd9-2989-4505-a94a-437091354564,North Alyssa,03:44:14,0.44,No,28
U1139,30,Male,USA,Self-employed,139068,414532,62,Medium,722,Annually,513,12050,22,Real Estate,Webster Inc,6.44,4.66,0.17,234079,51001,65995,24,Yes,740b6e74-d322-4129-b709-b82f38705ea4,8831,05-06-23,No,0.72,Single,4,PhD,Poor,89,Rent,24396,3375,0.09,Beginner,Healthcare,Yes,0.15,No,Yes,Yes,Defined Contribution,Fixed,Online,4.126.100.225,b8389be0-6bdd-4f3d-90d5-611beef6c648,North Edwinshire,01:31:34,0.98,Yes,22
U1140,35,Male,UK,Full-time,141115,12323,61,High,1199,Quarterly,355,11766,37,Stocks,"Olson, Pacheco and Castaneda",8.62,4.36,0.28,953191,70333,16675,10,Yes,aff63eed-d5fa-47ba-91ed-de126a333b21,119,09-05-20,No,0.11,Widowed,1,High School,Average,80,Rent,153617,7250,0.25,Expert,Home Purchase,Yes,0.31,Yes,Yes,Yes,Defined Benefit,Dynamic,Online,24.213.233.117,55bed6a5-e062-48fe-a35f-8df8b4f65c52,Clarkport,02:46:21,0.66,No,15
U1141,48,Female,Germany,Unemployed,51017,485223,69,Low,970,Annually,475,8630,34,Bonds,Hill-Christensen,10.83,1.95,1.33,992124,55671,41277,12,Yes,33e9d092-78fe-4927-a47b-c81455411a02,412,18-06-25,No,0.44,Married,4,PhD,Poor,83,Rent,86940,6147,0.06,Expert,Travel,Yes,0.9,Yes,Yes,Yes,Defined Contribution,Fixed,Branch,37.120.113.104,3faf5a10-b2ec-4bcd-b279-27662b2014d8,Port David,15:57:18,0.04,No,6
U1142,55,Female,Canada,Retired,39670,321904,69,Medium,1350,Quarterly,789,23088,23,Real Estate,Bass LLC,10.03,2.32,1.86,730487,16583,44607,25,Yes,56e9615e-4279-485c-9677-ba15ce5ee37c,723,02-06-24,No,0.06,Married,1,PhD,Poor,81,Own,8659,3824,0.12,Beginner,Healthcare,No,0.99,Yes,Yes,Yes,Defined Benefit,Bucket,Branch,203.54.221.13,09f7ad6b-7cf0-4ed3-bf80-339ec58c983f,Jonesland,06:38:42,0.89,No,8
U1143,47,Male,Australia,Self-employed,48303,54003,61,Low,861,Quarterly,327,4126,28,Stocks,"Gonzalez, Eaton and Rodriguez",8.94,2.17,1.38,295203,10696,50818,13,Yes,c0d710ae-5f22-497a-ae63-16fa4743af18,1030,30-08-20,No,0.9,Widowed,4,Master's,Good,86,Rent,189897,4021,0.18,Beginner,Home Purchase,No,0.74,Yes,Yes,No,Defined Benefit,Fixed,Branch,194.101.172.216,77215ef5-6443-43ec-9ae2-058e39ebac43,North Matthewton,02:58:42,0.53,No,7
U1144,29,Female,UK,Part-time,127516,293654,62,Medium,481,Annually,517,21583,14,Bonds,Zimmerman-Frye,6.66,4.39,0.79,141363,50271,37859,17,Yes,9ee4bb42-08cf-4a56-b59b-17d187de0776,9452,08-01-22,No,0.6,Married,2,Master's,Good,81,Rent,40867,3907,0.25,Expert,Home Purchase,No,0.53,No,No,Yes,Defined Contribution,Fixed,Branch,164.65.56.41,dd816685-6af1-4544-ba0c-a91d5042f42c,Lake Steve,14:12:57,0.68,No,17
U1145,33,Other,Australia,Unemployed,94319,50482,62,Medium,214,Monthly,388,8561,28,ETF,Cohen and Sons,8.2,4.71,0.87,464731,27248,66118,12,Yes,b1f3954f-4090-4b68-888c-134331dcddea,7085,15-09-20,No,0.35,Single,2,PhD,Poor,75,Rent,87397,5699,0.11,Intermediate,Home Purchase,Yes,0.1,No,No,Yes,Defined Contribution,Bucket,Branch,124.167.30.28,1ec14192-1a9f-490a-b0e6-359516969d19,North Jeremy,22:49:44,0.26,No,17
U1146,30,Male,Australia,Self-employed,90776,265560,61,High,1363,Annually,136,20366,38,Stocks,Esparza and Sons,7.35,3.55,0.59,221477,54499,31425,29,No,39c757a3-3d8b-419c-b006-475d99a0ede3,2952,16-08-24,No,0.85,Married,4,High School,Poor,92,Rent,187825,6970,0.22,Expert,Legacy Planning,No,0.23,Yes,No,Yes,Defined Contribution,Bucket,Online,145.5.234.104,58a56200-e67e-45fb-88ee-edf7a812f52d,Port Kennethstad,20:59:59,0.24,No,24
U1147,32,Male,UK,Unemployed,112244,396470,64,Medium,1309,Annually,639,10856,23,Bonds,"Turner, Salazar and Allen",4.9,1.41,1.86,707453,61639,68415,11,Yes,b78c3cea-e5a1-4a22-b84f-f2295e175a53,7660,08-04-23,No,0.98,Divorced,0,Bachelor's,Good,94,Rent,179468,5308,0.13,Intermediate,Healthcare,Yes,0.66,Yes,No,Yes,Defined Contribution,Dynamic,Branch,139.49.226.126,6a89f18e-edc5-4317-9a46-b0d6e491cd68,Lake Jeffreystad,07:36:44,0.27,No,2
U1148,61,Female,UK,Self-employed,122418,238641,67,Low,1081,Annually,221,23861,9,Mutual Fund,"Williams, Rice and Lucero",4.47,4.76,0.67,314252,48279,20644,10,Yes,7e5a859f-2aea-4adb-9b2e-f0154598eb82,7001,28-12-21,No,0.32,Single,1,High School,Good,92,Own,13865,1973,0.25,Beginner,Travel,Yes,0.84,No,No,No,Defined Benefit,Fixed,ATM,143.150.254.205,dba8fdea-3bec-49e9-a729-09b1a7753461,Port Johnhaven,01:44:57,0.76,No,5
U1149,26,Male,UK,Self-employed,86257,48044,66,Medium,1956,Annually,587,20628,25,Stocks,"Jensen, Lee and Peters",5.67,3.65,1.5,974348,31662,63310,11,No,74cea442-3c18-468c-aa01-926ce4a5060f,5666,28-02-23,No,0.72,Widowed,2,High School,Poor,77,Mortgage,190794,2405,0.29,Expert,Travel,Yes,0.72,No,Yes,Yes,Defined Benefit,Fixed,Branch,14.121.64.111,70e2b547-0030-4e01-8bf4-e9352dc045ec,Brooksburgh,09:43:06,0.89,No,27
U1150,63,Male,Australia,Self-employed,66533,452894,69,Medium,614,Monthly,705,22726,10,Real Estate,"Everett, Marshall and Rogers",11,2.15,0.77,593922,69812,29596,20,No,40337582-820a-43e2-be55-e626f3684c5d,7623,11-02-20,No,0.12,Widowed,2,Bachelor's,Average,83,Rent,71494,7633,0.18,Intermediate,Legacy Planning,No,0.7,No,Yes,Yes,Defined Benefit,Bucket,ATM,22.160.190.170,1d1bfa5b-fb1e-4062-bc73-1b0c34fbd07e,West Katherine,03:25:11,0.72,No,29
U1151,35,Male,Australia,Full-time,57042,493655,67,Medium,235,Annually,634,7081,21,Mutual Fund,Hayes Group,6.33,1.39,0.91,194361,34934,15624,29,Yes,c89b1f59-795b-41e9-92cf-6b0f70d43934,4198,28-06-21,No,0.58,Single,4,Master's,Average,78,Own,112541,1507,0.19,Intermediate,Travel,No,0.59,No,Yes,No,Defined Benefit,Dynamic,Online,144.185.208.148,856ec313-0651-46c0-a1df-f820b20dbcc5,Griffinport,15:52:35,0.86,Yes,28
U1152,57,Male,Canada,Retired,145804,377245,62,Low,641,Quarterly,92,5534,36,Bonds,Martinez and Sons,8.1,2.76,1.76,346431,19814,49317,10,No,af4989f9-23a3-45fd-b3e3-7e50f07c287e,2139,23-09-24,No,0.67,Divorced,3,Bachelor's,Good,90,Own,43024,2767,0.1,Intermediate,Healthcare,Yes,0.51,No,Yes,Yes,Defined Benefit,Dynamic,Online,44.95.114.205,25948fd2-b0d7-436d-bb35-e6631abd16a2,Michaelbury,02:58:11,0.34,No,5
U1153,54,Other,Germany,Self-employed,88087,36148,67,Low,1155,Monthly,246,16048,31,Real Estate,"Bryant, Webb and Richardson",9.95,3.31,1.26,169741,39341,8222,13,Yes,407b84ce-fe06-4b14-808d-1131f1510992,3126,19-04-20,No,0.3,Divorced,3,PhD,Average,82,Own,23378,1939,0.1,Beginner,Legacy Planning,Yes,0.99,No,Yes,Yes,Defined Benefit,Bucket,Branch,203.197.41.243,c4c3684b-7613-4a87-bab6-17a16eb005da,Danielmouth,21:40:46,0.08,Yes,23
U1154,59,Female,USA,Retired,104519,337102,65,High,598,Quarterly,586,17094,4,Bonds,"Waters, Mendoza and Peterson",10.23,4.1,1.39,748258,71522,49954,10,Yes,192f5d5e-8f56-4280-b557-2ae622327b77,9008,14-07-25,No,0.54,Married,2,High School,Poor,94,Mortgage,141853,7498,0.16,Beginner,Legacy Planning,No,0.69,No,Yes,Yes,Defined Benefit,Fixed,Online,189.193.7.93,d121033d-e8a8-4b1d-a788-d4dd72bd5722,Joneshaven,23:16:18,0.65,No,11
U1155,43,Female,Canada,Retired,41322,73012,61,High,1609,Annually,539,3329,24,Stocks,"Cruz, Garcia and Henry",2.53,3.16,1.03,689184,13333,73889,14,No,199dfb9e-937c-4b5d-93de-de940baa4023,8842,09-01-20,No,0.79,Widowed,2,High School,Average,80,Rent,125188,3736,0.24,Expert,Healthcare,No,0.54,No,No,No,Defined Benefit,Dynamic,Branch,63.87.3.105,ed1560cc-4766-4ccd-b23c-66f8360d5450,Allisonfort,05:10:09,0.13,No,11
U1156,33,Male,Australia,Unemployed,144945,95969,61,Low,1720,Annually,741,22671,26,Mutual Fund,Herrera Ltd,3.91,4.58,1.17,527840,44837,25975,19,No,fd6ebb0b-becc-45c1-8653-5a092d961ef7,2013,20-01-23,No,0.21,Divorced,3,Bachelor's,Average,93,Own,177246,8647,0.17,Intermediate,Legacy Planning,No,0.25,No,Yes,Yes,Defined Benefit,Dynamic,Branch,221.90.188.108,e05f4df3-8949-4351-842c-7af8d07cfef2,New Jeffreyton,19:15:30,0.36,No,29
U1157,33,Female,Canada,Retired,149376,420407,60,Medium,706,Annually,9,9584,29,Mutual Fund,"Walker, Duran and Larson",10.51,2.79,0.46,447156,79839,27731,25,Yes,fa716627-0ca3-4cbd-a006-6a9aba3085ac,8171,28-08-22,No,0.95,Widowed,0,Bachelor's,Good,78,Rent,55687,1277,0.08,Intermediate,Healthcare,No,0.83,No,Yes,No,Defined Benefit,Dynamic,Branch,67.41.21.31,2c0f2ed7-352f-4e2e-b089-fccd6625e566,Carrshire,20:07:39,0.38,No,23
U1158,60,Other,Canada,Self-employed,141947,379414,66,High,1721,Annually,516,17662,10,Mutual Fund,"Rogers, Lewis and Weber",2.85,3.96,0.26,478830,62375,44385,23,Yes,0238495a-8577-469c-908c-9867a9aa7ee4,5299,04-09-20,No,0.32,Widowed,0,High School,Good,90,Mortgage,45725,9453,0.1,Beginner,Legacy Planning,Yes,0.2,Yes,Yes,No,Defined Benefit,Fixed,Branch,144.221.163.218,9f89a69b-845a-4c02-9af7-d8db2a7b9c26,Hickschester,20:47:40,0.77,No,6
U1159,52,Female,UK,Unemployed,70203,52087,69,Medium,318,Annually,473,9496,32,ETF,Bell-Taylor,11.98,1.69,1.1,281082,24026,51055,21,Yes,00388efb-9e85-46b1-948e-367553e6a06f,4750,19-12-23,No,0.06,Single,1,PhD,Poor,83,Own,43394,1471,0.13,Beginner,Legacy Planning,No,0.54,Yes,No,Yes,Defined Contribution,Bucket,Online,182.66.113.189,63014b08-8f2c-473f-b04a-c50e7c985475,Heatherberg,08:51:41,0.72,No,29
U1160,34,Female,Germany,Full-time,149425,240062,60,Low,882,Monthly,115,17147,31,Mutual Fund,Murphy Inc,3.36,4.12,0.38,972705,33863,44943,29,Yes,d49be824-26e2-4bc2-adbc-2a30b0f912ae,7577,11-03-23,Yes,0.36,Single,4,Bachelor's,Poor,89,Mortgage,10214,3094,0.2,Expert,Home Purchase,No,0.33,Yes,No,Yes,Defined Contribution,Bucket,ATM,67.26.172.94,e753acbd-7978-4240-b2f0-30fa0067851a,North Jacob,17:42:23,0.56,No,4
U1161,31,Male,Australia,Self-employed,133701,289428,66,High,1540,Monthly,659,15922,22,Mutual Fund,Williams Ltd,8.34,2.79,0.45,997093,76413,14344,14,Yes,99b0e818-59b5-451b-a866-a9060339d43e,3251,20-03-21,No,0.54,Widowed,0,PhD,Poor,84,Rent,68679,2336,0.25,Intermediate,Legacy Planning,No,0.68,Yes,No,No,Defined Contribution,Fixed,ATM,222.59.17.233,d0d31b96-e27c-4dfe-806c-2d9a8d4a6b83,Lake Timothy,19:32:50,0.34,No,27
U1162,54,Male,Canada,Unemployed,103472,235160,68,Low,673,Monthly,902,7080,7,Bonds,Lewis-Wilkinson,7.47,4.9,1.73,742030,63025,36634,20,No,e0c83f7a-0cf3-4232-939f-512eaf1f978e,7634,28-09-24,No,0.78,Divorced,3,High School,Good,77,Mortgage,199949,6363,0.29,Expert,Home Purchase,No,0.53,Yes,No,No,Defined Benefit,Dynamic,Online,4.25.243.37,a8e5725c-02ab-4e70-a969-e9c6810ceede,West Hannah,13:47:18,0.71,No,14
U1163,40,Male,Germany,Full-time,51548,30613,61,High,102,Annually,698,13023,13,Mutual Fund,Brock Group,2.86,2.76,0.45,733739,21862,52903,19,No,91450f39-c84d-41c6-a025-90524ad44f0e,6585,22-10-21,Yes,0.1,Married,2,PhD,Poor,75,Own,143199,1515,0.07,Expert,Travel,No,0.76,Yes,Yes,Yes,Defined Contribution,Dynamic,Branch,105.8.63.72,6b2d6baa-c963-4a9d-92d4-c2125d972f6e,South Heather,08:47:15,0.65,No,12
U1164,56,Female,Germany,Unemployed,74066,305735,61,High,867,Annually,274,8663,5,Bonds,"Mitchell, Berry and Turner",9.2,2.42,1.34,844866,31363,63479,25,No,d904bf0a-3d68-41ff-9965-36f4f958d54f,2002,02-05-21,No,0.01,Single,0,Bachelor's,Poor,87,Rent,171239,7011,0.13,Expert,Healthcare,No,0.92,No,Yes,Yes,Defined Contribution,Bucket,Branch,99.193.210.156,67f3f1d6-8f41-4b0d-84cc-867898145be3,Danielburgh,05:26:30,0.82,No,28
U1165,42,Other,Canada,Unemployed,58988,416455,69,Medium,451,Quarterly,530,10663,19,Mutual Fund,"Jones, Moore and Short",6.91,1.23,1.95,652694,49271,44601,13,No,0961272e-9acc-447e-90d0-b29f2db75500,426,03-04-20,No,0.32,Divorced,3,High School,Good,87,Rent,154214,2014,0.12,Expert,Legacy Planning,Yes,0.34,Yes,Yes,No,Defined Contribution,Fixed,ATM,34.0.250.220,8b92c9b8-1d98-46a9-bdb4-0b71d4d7c2b8,North Frankhaven,13:12:07,0.91,No,5
U1166,30,Other,USA,Part-time,86321,33696,61,High,341,Quarterly,850,23180,7,Mutual Fund,Jones and Sons,2.53,2.19,0.75,54389,26116,19588,15,Yes,b9335760-4dfb-4be5-899f-c1b25f6d3b39,6253,17-09-24,No,0.9,Divorced,0,High School,Average,87,Own,124959,6967,0.11,Expert,Travel,No,0.81,Yes,No,Yes,Defined Contribution,Dynamic,Branch,163.31.200.187,fd3c423e-44f9-463b-8d7b-bdb6239d835c,Paulhaven,10:15:17,0.37,No,14
U1167,56,Female,Germany,Unemployed,116764,475020,68,Low,671,Quarterly,108,5648,9,ETF,Hunter LLC,10.26,4.62,0.38,655467,34114,35267,20,No,5d1ce686-2b5f-4445-8c57-711a66443136,4124,21-12-22,No,0.12,Divorced,1,Master's,Good,85,Own,152685,1450,0.17,Intermediate,Home Purchase,Yes,0.74,No,Yes,Yes,Defined Contribution,Fixed,Branch,109.138.33.122,7cf1e601-5f5c-445e-9464-ad391a35847b,New Melissa,02:05:08,0.28,No,17
U1168,30,Male,Australia,Part-time,61157,282720,67,Medium,1022,Monthly,564,19673,7,Stocks,Tucker-Carr,4.13,2.81,1.48,636185,20884,27911,23,Yes,3cde2543-83d9-4763-8c9d-2865d6f68767,3309,22-04-20,No,0.64,Divorced,0,PhD,Good,82,Rent,41479,3649,0.25,Expert,Legacy Planning,Yes,0.44,Yes,Yes,Yes,Defined Contribution,Bucket,Branch,203.123.20.74,e11fa757-cc14-4b89-916c-e8f2eb788af5,Ingramshire,16:31:01,0.46,No,5
U1169,33,Male,Germany,Unemployed,88740,51305,64,Medium,1332,Quarterly,976,14917,19,Bonds,"Martinez, Brooks and Mason",2.9,1.43,0.13,116429,79936,51692,13,Yes,34f104d5-e925-4eb8-be67-181429b21754,2918,04-08-20,No,0.83,Divorced,3,Master's,Good,85,Mortgage,26281,2569,0.22,Beginner,Travel,Yes,0.78,Yes,No,No,Defined Contribution,Dynamic,ATM,142.56.164.100,b6f75ec8-af41-41b1-817e-354d58629062,North Lawrence,11:06:01,0.41,No,15
U1170,29,Other,Germany,Part-time,79455,464778,61,Medium,316,Annually,180,17131,5,Mutual Fund,Hernandez LLC,11.32,3.52,0.17,159608,61874,34767,19,Yes,ae478832-74d9-4ff0-85c3-8be039cad4d5,9431,25-02-24,Yes,0.7,Single,4,High School,Poor,77,Rent,145787,1872,0.12,Intermediate,Healthcare,No,0.17,No,Yes,Yes,Defined Benefit,Bucket,Online,14.161.9.94,51e36c2b-f341-44ce-b8a3-6c68bd4d91d0,East Ericaview,09:39:17,0.67,No,27
U1171,40,Male,Germany,Full-time,138541,79878,61,Medium,990,Quarterly,191,16535,23,Stocks,Martinez Ltd,8,4.91,1.93,362043,16760,27023,16,Yes,9ebd7aa7-7eac-42eb-b764-d15d5773057c,3858,13-04-20,No,0.44,Divorced,0,Master's,Poor,87,Mortgage,154850,2419,0.08,Beginner,Healthcare,No,0.91,No,No,No,Defined Benefit,Dynamic,ATM,20.74.185.40,bd52fa8b-da78-44f1-be16-ea124155f3c8,Larryfurt,04:12:57,0.31,No,20
